date,open,high,low,close,volume,dividends,splits
2010-03-04,92.07,92.35,91.72,92.22,135770400,0.0,0
2010-03-05,92.82,93.62,92.6,93.54,176118800,0.0,0
2010-03-08,93.55,93.76,93.39,93.56,114631200,0.0,0
2010-03-09,93.28,94.15,93.23,93.71,154556700,0.0,0
2010-03-10,93.75,94.39,93.67,94.13,186088800,0.0,0
2010-03-11,93.91,94.55,93.62,94.52,160791100,0.0,0
2010-03-12,94.93,94.95,94.27,94.53,162074800,0.0,0
2010-03-15,94.37,94.62,93.83,94.56,146816800,0.0,0
2010-03-16,94.82,95.4,94.56,95.31,168673000,0.0,0
2010-03-17,95.6,96.19,95.32,95.88,177468100,0.0,0
2010-03-18,95.88,96.01,95.44,95.83,196509100,0.0,0
2010-03-19,95.34,96.43,94.97,95.34,226641100,0.48,0
2010-03-22,94.8,96.02,94.74,95.85,184477800,0.0,0
2010-03-23,95.99,96.61,95.68,96.52,182941600,0.0,0
2010-03-24,96.16,96.54,95.02,96.06,196072600,0.0,0
2010-03-25,96.71,97.15,95.78,95.9,223396300,0.0,0
2010-03-26,96.08,96.53,95.46,95.84,205808500,0.0,0
2010-03-29,96.33,96.62,95.93,96.45,134513500,0.0,0
2010-03-30,96.57,96.87,96.11,96.52,145772500,0.0,0
2010-03-31,96.15,96.62,95.87,96.19,161078700,0.0,0
2010-04-01,96.85,97.22,96.27,96.85,161215200,0.0,0
2010-04-05,97.22,97.7,96.94,97.63,105847600,0.0,0
2010-04-06,97.36,98.04,97.25,97.86,110384200,0.0,0
2010-04-07,97.67,98.13,96.85,97.31,184576300,0.0,0
2010-04-08,96.97,97.81,96.68,97.64,158704000,0.0,0
2010-04-09,97.85,98.33,97.67,98.28,133006500,0.0,0
2010-04-12,98.41,98.7,98.29,98.44,110279000,0.0,0
2010-04-13,98.34,98.69,97.83,98.51,125043600,0.0,0
2010-04-14,98.88,99.63,98.72,99.63,161609000,0.0,0
2010-04-15,99.47,99.94,99.44,99.71,144615300,0.0,0
2010-04-16,99.36,99.71,97.63,98.13,366786700,0.0,0
2010-04-19,97.84,98.6,97.4,98.5,217947800,0.0,0
2010-04-20,99.11,99.46,98.55,99.38,157708000,0.0,0
2010-04-21,99.44,99.67,98.65,99.2,192910100,0.0,0
2010-04-22,98.5,99.62,97.93,99.49,115360300,0.0,0
2010-04-23,99.43,100.18,99.17,100.14,177335500,0.0,0
2010-04-26,100.18,100.4,99.67,99.76,143457300,0.0,0
2010-04-27,99.19,99.76,97.22,97.4,355853300,0.0,0
2010-04-28,97.87,98.39,97.23,98.14,300674100,0.0,0
2010-04-29,98.74,99.57,98.71,99.36,193775000,0.0,0
2010-04-30,99.38,99.48,97.65,97.68,270000900,0.0,0
2010-05-03,98.14,99.21,98.0,98.94,182747900,0.0,0
2010-05-04,97.84,97.86,96.12,96.62,360353400,0.0,0
2010-05-05,95.83,96.85,95.34,96.04,328973200,0.0,0
2010-05-06,95.58,96.19,86.32,92.85,647356600,0.0,0
2010-05-07,92.6,93.53,89.95,91.47,637558800,0.0,0
2010-05-10,95.21,95.9,94.47,95.5,396159600,0.0,0
2010-05-11,94.6,96.48,94.47,95.23,317849800,0.0,0
2010-05-12,95.6,96.7,95.44,96.56,235607100,0.0,0
2010-05-13,96.29,96.75,95.28,95.36,234452500,0.0,0
2010-05-14,94.64,94.81,92.79,93.63,345601400,0.0,0
2010-05-17,93.89,94.15,91.89,93.68,325739800,0.0,0
2010-05-18,94.44,94.72,92.1,92.41,360556800,0.0,0
2010-05-19,91.89,92.71,90.73,91.88,394742700,0.0,0
2010-05-20,89.92,90.34,88.35,88.41,530418300,0.0,0
2010-05-21,87.07,89.92,86.62,89.7,500909400,0.0,0
2010-05-24,89.22,89.93,88.47,88.55,269823000,0.0,0
2010-05-25,86.41,88.68,85.81,88.64,396505200,0.0,0
2010-05-26,89.18,90.0,87.84,88.11,349719300,0.0,0
2010-05-27,89.77,91.09,89.43,91.06,300870500,0.0,0
2010-05-28,90.96,91.02,89.49,89.91,297933500,0.0,0
2010-06-01,89.08,90.39,88.27,88.4,277909400,0.0,0
2010-06-02,88.85,90.71,88.39,90.7,240243700,0.0,0
2010-06-03,90.97,91.3,90.09,91.02,226618300,0.0,0
2010-06-04,89.29,89.88,87.52,87.82,398475600,0.0,0
2010-06-07,88.13,88.47,86.66,86.73,264609100,0.0,0
2010-06-08,86.79,87.83,86.03,87.65,357774300,0.0,0
2010-06-09,88.16,89.02,86.82,87.19,268023300,0.0,0
2010-06-10,88.67,89.84,87.18,89.73,317890600,0.0,0
2010-06-11,88.94,90.23,88.89,90.17,214128200,0.0,0
2010-06-14,90.86,91.35,89.94,90.03,207196100,0.0,0
2010-06-15,90.66,92.16,90.51,92.08,238268700,0.0,0
2010-06-16,91.6,92.42,91.42,92.04,216374000,0.0,0
2010-06-17,92.31,92.35,91.3,92.19,263185800,0.0,0
2010-06-18,92.37,92.62,91.99,92.29,174006600,0.531,0
2010-06-21,93.44,93.51,91.52,92.03,213140700,0.0,0
2010-06-22,92.03,92.43,90.38,90.51,239355400,0.0,0
2010-06-23,90.57,90.89,89.61,90.23,254639900,0.0,0
2010-06-24,89.78,89.9,88.5,88.73,268523600,0.0,0
2010-06-25,89.0,89.56,88.2,89.1,238726500,0.0,0
2010-06-28,89.24,89.48,88.5,88.82,169218600,0.0,0
2010-06-29,87.58,88.81,85.54,86.08,373649500,0.0,0
2010-06-30,85.84,86.63,84.98,85.26,284101700,0.0,0
2010-07-01,85.2,85.49,83.54,84.88,382924800,0.0,0
2010-07-02,85.17,85.43,83.94,84.42,233385200,0.0,0
2010-07-06,85.61,86.21,84.16,84.97,256935300,0.0,0
2010-07-07,85.19,87.76,85.1,87.65,253769400,0.0,0
2010-07-08,88.39,88.62,87.48,88.52,210842100,0.0,0
2010-07-09,88.49,89.19,88.33,89.18,144999900,0.0,0
2010-07-12,88.88,89.41,88.51,89.24,131283600,0.0,0
2010-07-13,90.16,90.94,89.98,90.58,213025900,0.0,0
2010-07-14,90.29,90.93,89.92,90.57,184426800,0.0,0
2010-07-15,90.54,90.91,89.35,90.6,232337900,0.0,0
2010-07-16,90.11,90.21,87.93,88.1,282693400,0.0,0
2010-07-19,88.43,88.91,87.74,88.62,186709000,0.0,0
2010-07-20,87.45,89.67,87.41,89.61,258162400,0.0,0
2010-07-21,90.07,90.09,88.08,88.44,264527000,0.0,0
2010-07-22,89.49,90.81,89.48,90.42,274781300,0.0,0
2010-07-23,90.24,91.33,89.98,91.2,222020800,0.0,0
2010-07-26,91.36,92.24,91.1,92.15,184445700,0.0,0
2010-07-27,92.66,92.75,91.78,92.14,204855600,0.0,0
2010-07-28,91.95,92.23,91.24,91.55,163056200,0.0,0
2010-07-29,92.12,92.37,90.38,91.1,220149100,0.0,0
2010-07-30,90.18,91.57,90.02,91.09,220070600,0.0,0
2010-08-02,92.51,93.29,92.14,93.14,188263200,0.0,0
2010-08-03,92.91,93.15,92.39,92.7,146657300,0.0,0
2010-08-04,92.95,93.43,92.65,93.32,158171700,0.0,0
2010-08-05,92.72,93.27,92.58,93.22,140473800,0.0,0
2010-08-06,92.3,92.99,91.62,92.84,239728300,0.0,0
2010-08-09,93.28,93.49,92.78,93.33,120800400,0.0,0
2010-08-10,92.54,93.32,91.99,92.83,242916300,0.0,0
2010-08-11,91.4,91.43,90.14,90.28,273406900,0.0,0
2010-08-12,88.92,90.05,88.88,89.73,239542600,0.0,0
2010-08-13,89.45,90.0,89.36,89.47,158698500,0.0,0
2010-08-16,88.86,89.71,88.53,89.43,147895300,0.0,0
2010-08-17,90.19,91.19,89.94,90.52,172270300,0.0,0
2010-08-18,90.48,91.18,89.96,90.69,182922100,0.0,0
2010-08-19,90.22,90.44,88.74,89.11,265847600,0.0,0
2010-08-20,88.85,89.16,88.18,88.82,209714200,0.0,0
2010-08-23,89.24,89.68,88.44,88.48,163490300,0.0,0
2010-08-24,87.52,87.88,86.71,87.17,280677800,0.0,0
2010-08-25,86.69,87.84,86.15,87.51,272234800,0.0,0
2010-08-26,87.92,88.04,86.63,86.92,224439500,0.0,0
2010-08-27,87.47,88.36,86.16,88.27,272649000,0.0,0
2010-08-30,88.04,88.31,86.98,86.99,167238600,0.0,0
2010-08-31,86.67,87.54,86.31,86.99,273933100,0.0,0
2010-09-01,88.16,89.72,88.1,89.59,256828100,0.0,0
2010-09-02,89.81,90.44,89.62,90.43,156112200,0.0,0
2010-09-03,91.31,91.68,90.82,91.6,212197300,0.0,0
2010-09-07,91.17,91.28,90.49,90.57,141973700,0.0,0
2010-09-08,90.75,91.57,90.71,91.2,149924400,0.0,0
2010-09-09,92.23,92.25,91.38,91.62,147017900,0.0,0
2010-09-10,91.79,92.19,91.58,92.09,127819000,0.0,0
2010-09-13,92.99,93.3,92.62,93.11,178503500,0.0,0
2010-09-14,92.93,93.58,92.58,93.05,209823600,0.0,0
2010-09-15,92.78,93.51,92.5,93.41,168608400,0.0,0
2010-09-16,93.12,93.44,92.8,93.38,199962900,0.0,0
2010-09-17,93.87,93.97,93.16,93.42,195836900,0.602,0
2010-09-20,93.74,95.05,93.44,94.85,214555200,0.0,0
2010-09-21,94.92,95.37,94.26,94.65,268389100,0.0,0
2010-09-22,94.51,95.04,93.92,94.19,191322400,0.0,0
2010-09-23,93.42,94.4,93.16,93.43,202354300,0.0,0
2010-09-24,94.46,95.42,94.38,95.35,209671800,0.0,0
2010-09-27,95.39,95.49,94.8,94.9,128761800,0.0,0
2010-09-28,95.02,95.54,93.99,95.23,209207500,0.0,0
2010-09-29,94.99,95.43,94.69,95.06,179665800,0.0,0
2010-09-30,95.54,96.16,94.33,94.78,287106700,0.0,0
2010-10-01,95.49,95.6,94.61,95.18,174638700,0.0,0
2010-10-04,94.98,95.38,93.99,94.46,166153200,0.0,0
2010-10-05,95.34,96.6,95.23,96.37,229634100,0.0,0
2010-10-06,96.35,96.61,95.97,96.36,148626600,0.0,0
2010-10-07,96.75,96.77,95.66,96.24,164860000,0.0,0
2010-10-08,96.37,97.05,96.01,96.78,177760100,0.0,0
2010-10-11,96.93,97.14,96.54,96.87,103098300,0.0,0
2010-10-12,96.56,97.45,96.04,97.17,182210000,0.0,0
2010-10-13,97.71,98.45,97.48,97.93,194347200,0.0,0
2010-10-14,97.84,98.0,96.93,97.54,217764300,0.0,0
2010-10-15,98.23,98.28,96.96,97.74,243705000,0.0,0
2010-10-18,97.78,98.55,97.42,98.23,141204800,0.0,0
2010-10-19,97.32,97.87,96.35,96.94,280604700,0.0,0
2010-10-20,97.11,98.36,97.05,97.89,200051800,0.0,0
2010-10-21,98.33,98.9,97.34,98.1,221585500,0.0,0
2010-10-22,98.25,98.43,97.99,98.28,108212400,0.0,0
2010-10-25,98.94,99.45,98.5,98.57,151145700,0.0,0
2010-10-26,98.08,98.69,97.89,98.59,158982900,0.0,0
2010-10-27,97.9,98.42,97.38,98.31,190024000,0.0,0
2010-10-28,98.87,98.92,97.85,98.33,168576000,0.0,0
2010-10-29,98.23,98.59,98.05,98.4,144305500,0.0,0
2010-11-01,98.88,99.45,97.87,98.43,174074800,0.0,0
2010-11-02,99.17,99.45,98.91,99.21,158345900,0.0,0
2010-11-03,99.39,99.67,98.37,99.61,226702800,0.0,0
2010-11-04,100.72,101.58,99.63,101.53,215039400,0.0,0
2010-11-05,101.6,102.08,101.46,101.91,180654100,0.0,0
2010-11-08,101.6,101.89,101.27,101.72,156107100,0.0,0
2010-11-09,102.0,102.1,100.58,100.99,186621600,0.0,0
2010-11-10,100.97,101.45,100.2,101.4,221387400,0.0,0
2010-11-11,100.53,101.17,100.22,101.02,158017600,0.0,0
2010-11-12,100.34,100.78,99.36,99.82,239068800,0.0,0
2010-11-15,100.14,100.53,99.64,99.68,163940800,0.0,0
2010-11-16,99.06,99.23,97.65,98.13,299566200,0.0,0
2010-11-17,98.17,98.58,97.88,98.18,172308900,0.0,0
2010-11-18,99.12,99.98,99.11,99.62,197723700,0.0,0
2010-11-19,99.57,99.94,99.03,99.89,156852900,0.0,0
2010-11-22,99.4,99.85,98.63,99.81,181361000,0.0,0
2010-11-23,98.63,98.84,97.98,98.37,222309000,0.0,0
2010-11-24,98.99,99.85,98.97,99.82,140046100,0.0,0
2010-11-26,98.96,99.5,98.66,98.66,76007800,0.0,0
2010-11-29,98.41,99.22,97.78,98.96,223642300,0.0,0
2010-11-30,97.98,98.96,97.84,98.4,233930700,0.0,0
2010-12-01,99.82,100.68,99.81,100.49,221037200,0.0,0
2010-12-02,100.65,101.85,100.59,101.78,191213600,0.0,0
2010-12-03,101.43,102.17,101.41,102.05,151288900,0.0,0
2010-12-06,101.84,102.18,101.73,101.95,103050500,0.0,0
2010-12-07,102.93,102.98,101.95,102.0,206581000,0.0,0
2010-12-08,102.13,102.46,101.66,102.38,138019200,0.0,0
2010-12-09,102.95,102.99,102.27,102.78,123705100,0.0,0
2010-12-10,103.09,103.47,102.75,103.37,117571700,0.0,0
2010-12-13,103.85,103.97,103.41,103.44,133812700,0.0,0
2010-12-14,103.6,104.0,103.22,103.53,147249600,0.0,0
2010-12-15,103.34,103.75,102.88,103.06,160823100,0.0,0
2010-12-16,103.13,103.73,102.77,103.66,185035200,0.0,0
2010-12-17,103.58,103.9,103.37,103.77,141075300,0.653,0
2010-12-20,104.05,104.27,103.5,104.02,119085500,0.0,0
2010-12-21,104.34,104.74,104.24,104.68,94965500,0.0,0
2010-12-22,104.75,105.04,104.69,105.0,78878100,0.0,0
2010-12-23,104.89,105.0,104.59,104.85,70053700,0.0,0
2010-12-27,104.46,105.0,104.39,104.89,58126000,0.0,0
2010-12-28,105.1,105.15,104.77,105.05,55309100,0.0,0
2010-12-29,105.17,105.35,105.1,105.12,58033100,0.0,0
2010-12-30,105.02,105.3,104.79,104.95,76616900,0.0,0
2010-12-31,104.79,105.08,104.63,104.98,91218900,0.0,0
2011-01-03,105.78,106.52,104.94,106.06,138725200,0.0,0
2011-01-04,106.3,106.33,105.35,106.01,137409700,0.0,0
2011-01-05,105.67,106.62,105.57,106.56,133975300,0.0,0
2011-01-06,106.6,106.71,106.03,106.35,122519000,0.0,0
2011-01-07,106.49,106.66,105.31,106.14,156034600,0.0,0
2011-01-10,105.67,106.16,105.35,106.01,122401700,0.0,0
2011-01-11,106.39,106.64,105.98,106.38,110287000,0.0,0
2011-01-12,107.03,107.46,106.41,107.34,107929200,0.0,0
2011-01-13,107.38,107.43,106.9,107.17,129048400,0.0,0
2011-01-14,107.02,107.97,106.94,107.94,117677900,0.0,0
2011-01-18,107.84,108.23,107.72,108.13,114401300,0.0,0
2011-01-19,108.03,108.14,106.78,107.07,151958400,0.0,0
2011-01-20,106.82,107.19,106.13,106.92,175745700,0.0,0
2011-01-21,107.59,107.83,107.05,107.17,151462900,0.0,0
2011-01-24,107.1,107.9,107.07,107.78,113715500,0.0,0
2011-01-25,107.49,107.93,106.95,107.83,167552200,0.0,0
2011-01-26,108.1,108.57,107.88,108.25,141281500,0.0,0
2011-01-27,108.28,108.7,108.08,108.52,123302700,0.0,0
2011-01-28,108.64,108.82,106.45,106.62,295637300,0.0,0
2011-01-31,106.92,107.51,106.65,107.42,149249200,0.0,0
2011-02-01,108.08,109.34,108.01,109.14,167194300,0.0,0
2011-02-02,108.86,109.23,108.8,108.94,118323600,0.0,0
2011-02-03,108.74,109.34,108.17,109.18,145886700,0.0,0
2011-02-04,109.22,109.53,108.72,109.49,134634800,0.0,0
2011-02-07,109.73,110.53,109.72,110.17,112439100,0.0,0
2011-02-08,110.27,110.73,109.97,110.67,99072800,0.0,0
2011-02-09,110.37,110.72,109.87,110.42,146436700,0.0,0
2011-02-10,109.86,110.59,109.61,110.46,162708500,0.0,0
2011-02-11,110.03,111.26,110.0,111.12,137710300,0.0,0
2011-02-14,111.06,111.48,110.93,111.39,101690700,0.0,0
2011-02-15,111.05,111.21,110.46,111.04,119575400,0.0,0
2011-02-16,111.41,111.87,111.19,111.74,130183500,0.0,0
2011-02-17,111.41,112.22,111.31,112.07,109810500,0.0,0
2011-02-18,112.17,112.44,111.92,112.31,130002400,0.0,0
2011-02-22,111.13,112.33,109.75,110.05,233116400,0.0,0
2011-02-23,109.99,110.25,108.7,109.38,227584000,0.0,0
2011-02-24,109.26,109.73,108.28,109.3,260431400,0.0,0
2011-02-25,109.76,110.54,109.7,110.47,141686900,0.0,0
2011-02-28,110.88,111.3,110.51,111.16,141585500,0.0,0
2011-03-01,111.51,111.61,109.27,109.3,258565500,0.0,0
2011-03-02,109.15,110.05,108.82,109.54,200277400,0.0,0
2011-03-03,110.53,111.55,110.52,111.42,176480100,0.0,0
2011-03-04,111.34,111.56,109.86,110.59,277202300,0.0,0
2011-03-07,110.91,111.16,109.14,109.72,216790400,0.0,0
2011-03-08,109.9,111.03,109.42,110.68,174615000,0.0,0
2011-03-09,110.46,110.86,109.86,110.52,153806000,0.0,0
2011-03-10,109.36,109.51,108.37,108.48,301291800,0.0,0
2011-03-11,108.13,109.62,108.1,109.23,225621800,0.0,0
2011-03-14,108.52,108.93,107.74,108.57,234974100,0.0,0
2011-03-15,105.68,107.97,105.6,107.32,359585400,0.0,0
2011-03-16,106.98,107.33,104.59,105.34,468670300,0.0,0
2011-03-17,106.86,107.18,106.11,106.73,254303700,0.0,0
2011-03-18,108.03,108.06,106.91,107.12,230435400,0.553,0
2011-03-21,108.45,109.01,108.33,108.78,153992600,0.0,0
2011-03-22,108.76,108.91,108.3,108.4,129538600,0.0,0
2011-03-23,108.1,109.0,107.59,108.71,148603100,0.0,0
2011-03-24,109.33,109.91,108.72,109.75,159129800,0.0,0
2011-03-25,110.04,110.57,109.74,110.09,155642800,0.0,0
2011-03-28,110.32,110.61,109.79,109.82,109762400,0.0,0
2011-03-29,109.73,110.59,109.37,110.56,129798800,0.0,0
2011-03-30,111.14,111.65,110.98,111.32,135835000,0.0,0
2011-03-31,111.18,111.48,111.05,111.17,132537100,0.0,0
2011-04-01,111.86,112.16,111.37,111.64,153850100,0.0,0
2011-04-04,111.87,112.07,111.41,111.73,100768900,0.0,0
2011-04-05,111.51,112.21,111.46,111.71,120791500,0.0,0
2011-04-06,112.25,112.35,111.61,112.07,120411600,0.0,0
2011-04-07,111.87,112.33,111.23,111.78,170731500,0.0,0
2011-04-08,112.28,112.34,110.93,111.4,147945400,0.0,0
2011-04-11,111.51,111.89,110.79,111.06,121385400,0.0,0
2011-04-12,110.44,110.66,109.83,110.23,161187400,0.0,0
2011-04-13,110.74,110.83,109.8,110.22,162059000,0.0,0
2011-04-14,109.58,110.47,109.22,110.31,161220400,0.0,0
2011-04-15,110.51,110.98,110.18,110.71,170006700,0.0,0
2011-04-18,109.49,110.7,108.59,109.47,210759300,0.0,0
2011-04-19,109.64,110.13,109.37,110.1,124258800,0.0,0
2011-04-20,111.41,111.84,111.34,111.6,156133800,0.0,0
2011-04-21,112.18,112.22,111.6,112.17,135935400,0.0,0
2011-04-25,112.08,112.23,111.68,112.05,65757100,0.0,0
2011-04-26,112.39,113.24,112.28,113.01,146600000,0.0,0
2011-04-27,113.23,113.92,112.77,113.75,143031000,0.0,0
2011-04-28,113.55,114.27,113.53,114.12,124791100,0.0,0
2011-04-29,114.16,114.51,114.01,114.39,115094100,0.0,0
2011-05-02,114.93,115.02,113.99,114.21,126278700,0.0,0
2011-05-03,113.99,114.19,113.22,113.8,138375000,0.0,0
2011-05-04,113.75,113.8,112.54,113.05,182678500,0.0,0
2011-05-05,112.42,113.15,111.53,112.02,226900000,0.0,0
2011-05-06,113.14,113.72,112.08,112.52,222787200,0.0,0
2011-05-09,112.51,113.28,112.33,112.96,114104500,0.0,0
2011-05-10,113.33,114.12,113.19,113.92,114806900,0.0,0
2011-05-11,113.75,113.77,112.2,112.72,193564200,0.0,0
2011-05-12,112.42,113.49,111.84,113.26,171550700,0.0,0
2011-05-13,113.32,113.48,111.98,112.39,157444900,0.0,0
2011-05-16,111.98,112.86,111.49,111.67,141675400,0.0,0
2011-05-17,111.25,111.81,110.78,111.66,192686200,0.0,0
2011-05-18,111.71,112.77,111.47,112.65,135217900,0.0,0
2011-05-19,113.02,113.22,112.3,112.92,119489500,0.0,0
2011-05-20,112.63,112.92,111.82,112.02,182594900,0.0,0
2011-05-23,110.66,111.28,110.33,110.73,168700000,0.0,0
2011-05-24,111.04,111.29,110.42,110.63,147199600,0.0,0
2011-05-25,110.19,111.46,110.15,111.0,151050100,0.0,0
2011-05-26,110.7,111.71,110.49,111.51,164850000,0.0,0
2011-05-27,111.82,112.24,111.48,111.94,120921900,0.0,0
2011-05-31,113.0,113.12,112.22,113.11,164731200,0.0,0
2011-06-01,112.78,113.12,110.47,110.57,233094300,0.0,0
2011-06-02,110.64,110.88,109.8,110.45,200466800,0.0,0
2011-06-03,109.12,110.19,109.06,109.35,234690200,0.0,0
2011-06-06,109.07,109.3,108.05,108.19,179951200,0.0,0
2011-06-07,108.75,109.06,108.03,108.13,161660500,0.0,0
2011-06-08,107.96,108.32,107.47,107.67,198696400,0.0,0
2011-06-09,107.97,108.94,107.71,108.49,160964400,0.0,0
2011-06-10,108.03,108.1,106.7,106.99,238629400,0.0,0
2011-06-13,107.23,107.52,106.52,107.07,207599800,0.0,0
2011-06-14,108.05,108.81,108.01,108.43,160570400,0.0,0
2011-06-15,107.52,108.41,106.21,106.5,300958000,0.0,0
2011-06-16,106.53,107.3,105.91,106.73,308032800,0.0,0
2011-06-17,107.79,107.8,106.69,107.05,233284900,0.628,0
2011-06-20,106.69,107.83,106.66,107.6,159479000,0.0,0
2011-06-21,108.16,109.29,107.64,109.07,193157300,0.0,0
2011-06-22,108.74,109.38,108.35,108.42,176703000,0.0,0
2011-06-23,107.15,108.39,106.33,108.11,334286500,0.0,0
2011-06-24,108.08,108.16,106.69,106.85,226129300,0.0,0
2011-06-27,106.92,108.22,106.71,107.8,168904700,0.0,0
2011-06-28,108.23,109.23,108.08,109.21,165556300,0.0,0
2011-06-29,109.71,110.32,109.23,110.14,244295500,0.0,0
2011-06-30,110.5,111.38,110.14,111.2,223322700,0.0,0
2011-07-01,111.3,112.99,111.04,112.84,202385700,0.0,0
2011-07-05,112.72,112.98,112.39,112.75,165936000,0.0,0
2011-07-06,112.48,113.03,112.16,112.88,143331600,0.0,0
2011-07-07,113.89,114.34,113.65,114.05,170464200,0.0,0
2011-07-08,112.77,114.05,112.39,113.25,194100500,0.0,0
2011-07-11,111.86,112.22,110.94,111.2,195918600,0.0,0
2011-07-12,110.96,111.88,110.68,110.72,214675700,0.0,0
2011-07-13,111.3,112.25,110.82,111.09,204062600,0.0,0
2011-07-14,111.37,111.88,110.11,110.32,226111800,0.0,0
2011-07-15,110.94,111.11,110.19,110.96,220012800,0.0,0
2011-07-18,110.45,110.62,109.23,110.05,196872100,0.0,0
2011-07-19,110.67,111.97,110.64,111.84,166554900,0.0,0
2011-07-20,112.13,112.19,111.58,111.77,137145400,0.0,0
2011-07-21,112.4,113.6,111.79,113.32,245246300,0.0,0
2011-07-22,113.35,113.52,112.71,113.4,126019400,0.0,0
2011-07-25,112.32,113.32,112.2,112.77,136653800,0.0,0
2011-07-26,112.69,112.87,112.09,112.34,131278200,0.0,0
2011-07-27,111.72,111.75,109.9,110.04,249020100,0.0,0
2011-07-28,110.04,111.03,109.55,109.72,207939900,0.0,0
2011-07-29,108.62,110.0,107.83,108.97,307038400,0.0,0
2011-08-01,110.25,110.35,107.46,108.51,325790900,0.0,0
2011-08-02,107.69,108.27,105.74,105.74,346653800,0.0,0
2011-08-03,105.88,106.43,104.09,106.31,370830800,0.0,0
2011-08-04,104.84,105.01,101.16,101.33,520721800,0.0,0
2011-08-05,102.6,102.86,98.47,101.18,655619200,0.0,0
2011-08-08,98.51,101.21,94.39,94.59,702263900,0.0,0
2011-08-09,96.12,99.12,92.91,98.99,717828700,0.0,0
2011-08-10,97.12,97.98,94.33,94.62,662607400,0.0,0
2011-08-11,95.43,100.2,94.64,98.86,487979700,0.0,0
2011-08-12,99.76,100.45,98.82,99.53,313731600,0.0,0
2011-08-15,100.43,101.74,100.27,101.63,258810600,0.0,0
2011-08-16,100.67,101.69,99.69,100.77,294095200,0.0,0
2011-08-17,101.32,102.12,100.03,100.83,238201100,0.0,0
2011-08-18,98.16,100.87,95.54,96.49,512956300,0.0,0
2011-08-19,95.18,97.64,94.79,94.91,428281300,0.0,0
2011-08-22,97.04,97.09,94.72,94.99,275090600,0.0,0
2011-08-23,95.34,98.22,94.86,98.11,331136600,0.0,0
2011-08-24,97.9,99.63,97.67,99.49,246869700,0.0,0
2011-08-25,100.04,100.61,97.63,97.98,312365400,0.0,0
2011-08-26,97.48,99.86,95.93,99.4,314495900,0.0,0
2011-08-29,100.74,102.32,99.48,102.26,190977200,0.0,0
2011-08-30,101.81,103.16,100.49,102.53,241315700,0.0,0
2011-08-31,103.19,104.07,102.21,102.98,301828400,0.0,0
2011-09-01,103.04,103.98,101.77,101.9,254585900,0.0,0
2011-09-02,99.78,101.85,98.95,99.3,255517200,0.0,0
2011-09-06,96.39,98.72,96.38,98.58,285130500,0.0,0
2011-09-07,100.07,101.4,99.73,101.36,209803200,0.0,0
2011-09-08,100.75,101.9,100.08,100.3,250568200,0.0,0
2011-09-09,99.16,100.32,97.14,97.67,380195100,0.0,0
2011-09-12,96.45,98.38,96.1,98.31,305793500,0.0,0
2011-09-13,98.63,99.58,97.93,99.21,272514700,0.0,0
2011-09-14,99.71,101.79,98.35,100.58,319389500,0.0,0
2011-09-15,101.66,102.35,100.61,102.32,326777200,0.0,0
2011-09-16,102.73,103.3,101.91,102.92,284528300,0.625,0
2011-09-19,101.24,102.42,100.55,101.9,241517000,0.0,0
2011-09-20,102.33,103.32,101.64,101.78,218932200,0.0,0
2011-09-21,101.83,102.14,98.62,98.78,316251300,0.0,0
2011-09-22,95.92,96.73,94.27,95.59,513911300,0.0,0
2011-09-23,94.95,96.69,94.88,96.16,307242500,0.0,0
2011-09-26,97.07,98.59,95.69,98.45,260673700,0.0,0
2011-09-27,100.39,101.26,98.96,99.55,311753900,0.0,0
2011-09-28,99.76,100.36,97.38,97.52,286696800,0.0,0
2011-09-29,99.14,99.63,96.49,98.29,298108900,0.0,0
2011-09-30,96.93,97.78,95.77,95.83,288392300,0.0,0
2011-10-03,95.27,96.51,93.0,93.11,365136800,0.0,0
2011-10-04,91.77,95.35,90.99,95.15,459177500,0.0,0
2011-10-05,95.38,97.16,94.5,96.91,284108000,0.0,0
2011-10-06,96.86,98.81,96.14,98.66,257800800,0.0,0
2011-10-07,99.24,99.31,97.45,98.0,312657900,0.0,0
2011-10-10,99.67,101.32,99.66,101.28,230666300,0.0,0
2011-10-11,100.68,101.67,100.58,101.38,209088000,0.0,0
2011-10-12,102.14,103.45,101.91,102.27,281544900,0.0,0
2011-10-13,101.67,102.37,100.89,102.07,212538800,0.0,0
2011-10-14,103.25,103.84,102.68,103.81,211397600,0.0,0
2011-10-17,103.32,103.8,101.58,101.83,202311600,0.0,0
